outcome;exposure;model;sex;N0;personyears0;cases0;N1;personyears1;cases1;estimate;se;HR;CI_left;CI_right;pval
D41;D22;sex-interaction time-adjusted;women;2700618;38351363.832203;120011;2931;30305.6675424808;472;1.8875807;0.04615103;6.60337379840433;6.03228780954016;7.2285253784628;0
D41;D22;sex-interaction time-comorbidity-adjusted;men;2691601;38335703.2782693;83839;2107;21736.6384983906;289;-0.24261231;0.05929421;0.784575626941739;0.698495302039865;0.881264215512063;4.28278756009253e-05
D41;D22;sex-interaction time-comorbidity-adjusted;women;2700618;38351363.832203;120011;2931;30305.6675424808;472;-0.2213898;0.04649381;0.801404232028341;0.73160392823533;0.877863989415795;1.91964313567169e-06
D41;D22;sex-interaction time-number_como-adjusted;men;2691601;38335703.2782693;83839;2107;21736.6384983906;289;0.24736048;0.05915698;1.28064067493181;1.14044088602239;1.43807588660725;2.89687702591741e-05
D41;D22;sex-interaction time-number_como-adjusted;women;2700618;38351363.832203;120011;2931;30305.6675424808;472;0.11773981;0.04636878;1.12495137218756;1.02722261635726;1.23197792731087;0.01111048918369
D41;D30;sex-interaction crude;men;2674105;37906636.2774534;74202;59565;450803.639314321;9926;2.6562845;0.01076675;14.2432697941385;13.9458511826185;14.5470313552082;0
D41;D30;sex-interaction crude;women;2668261;37616892.179759;103138;97238;764777.319986528;17345;2.3212366;0.00830005;10.1882653283448;10.0238655122658;10.3553614395301;0
D41;D30;sex-interaction kessler-adjusted;men;2674105;37906636.2774534;74202;59565;450803.639314321;9926;1.7572116;0.01202834;5.79625256934179;5.66120341330071;5.93452335040072;0
D41;D30;sex-interaction kessler-adjusted;women;2668261;37616892.179759;103138;97238;764777.319986528;17345;1.5827605;0.00968757;4.86837643204373;4.77681120376655;4.96169684608643;0
D41;D30;sex-interaction time-adjusted;men;2674105;37906636.2774534;74202;59565;450803.639314321;9926;2.6530912;0.01076524;14.1978593039522;13.9014300663394;14.5006094950563;0
D41;D30;sex-interaction time-adjusted;women;2668261;37616892.179759;103138;97238;764777.319986528;17345;2.3185295;0.00829863;10.1607219734032;9.99679442474477;10.3273376078687;0
D41;D30;sex-interaction time-comorbidity-adjusted;men;2674105;37906636.2774534;74202;59565;450803.639314321;9926;1.9581057;0.01199409;7.08589153937299;6.9212591804741;7.25443992177135;0
D41;D30;sex-interaction time-comorbidity-adjusted;women;2668261;37616892.179759;103138;97238;764777.319986528;17345;1.8083546;0.00941936;6.10040156902374;5.98881159118123;6.21407081133555;0
D41;D30;sex-interaction time-number_como-adjusted;men;2674105;37906636.2774534;74202;59565;450803.639314321;9926;1.813429;0.01175036;6.13143612101717;5.99184104261564;6.27428341952523;0
D41;D30;sex-interaction time-number_como-adjusted;women;2668261;37616892.179759;103138;97238;764777.319986528;17345;1.5572698;0.00942786;4.74584643135219;4.65895667669181;4.83435668390273;0
D41;D31;sex-interaction crude;men;2689046;38278021.7941163;82920;9624;79418.1226513963;1208;2.2549518;0.02903321;9.53483372008542;9.00741164050013;10.0931385949882;0
D41;D31;sex-interaction crude;women;2696612;38272378.596085;118798;12657;109290.903660454;1685;1.9505498;0.02460042;7.0325530155318;6.70151662549739;7.37994168784064;0
D41;D31;sex-interaction kessler-adjusted;men;2689046;38278021.7941163;82920;9624;79418.1226513963;1208;0.77390185;0.02969454;2.16820979975482;2.04562142995629;2.29814454762203;9.81281871722055e-150
D41;D31;sex-interaction kessler-adjusted;women;2696612;38272378.596085;118798;12657;109290.903660454;1685;0.58564177;0.02535569;1.79614332673418;1.70906345064557;1.88766008011762;4.95650404104538e-118
D41;D31;sex-interaction time-adjusted;men;2689046;38278021.7941163;82920;9624;79418.1226513963;1208;2.2542764;0.02903303;9.52839606763083;9.00133326426084;10.086320432343;0
D41;D31;sex-interaction time-adjusted;women;2696612;38272378.596085;118798;12657;109290.903660454;1685;1.9499373;0.02460023;7.02824689569361;6.6974156974369;7.37542011103339;0
D41;D31;sex-interaction time-comorbidity-adjusted;men;2689046;38278021.7941163;82920;9624;79418.1226513963;1208;0.84105771;0.02992804;2.31881831747135;2.18671371370898;2.45890367620214;9.08815601259245e-174
D41;D31;sex-interaction time-comorbidity-adjusted;women;2696612;38272378.596085;118798;12657;109290.903660454;1685;0.73382149;0.02554974;2.08302567880147;1.98128360454794;2.18999237089853;2.06889738491459e-181
D41;D31;sex-interaction time-number_como-adjusted;men;2689046;38278021.7941163;82920;9624;79418.1226513963;1208;0.87616004;0.02941993;2.40165969996203;2.26709218998922;2.54421471693621;6.84934601337435e-195
D41;D31;sex-interaction time-number_como-adjusted;women;2696612;38272378.596085;118798;12657;109290.903660454;1685;0.61640243;0.02501762;1.85225243327533;1.76362049547807;1.94533862890064;4.86028953269357e-134
D41;D32;sex-interaction crude;men;2688476;38228384.9674452;80906;18834;129054.949322554;3222;2.7586435;0.01803406;15.7784249913146;15.2304603336747;16.3461044349455;0
D41;D32;sex-interaction crude;women;2691931;38113386.7999027;114167;37097;268282.699842803;6316;2.33075;0.01302079;10.2856528805871;10.0264812766797;10.5515237360483;0
D41;D32;sex-interaction kessler-adjusted;men;2688476;38228384.9674452;80906;18834;129054.949322554;3222;1.5317254;0.01871195;4.62615190271236;4.45956243252443;4.79896441652787;0
D41;D32;sex-interaction kessler-adjusted;women;2691931;38113386.7999027;114167;37097;268282.699842803;6316;1.2408373;0.01396109;3.45850806157056;3.36515514124261;3.55445068946563;0
D41;D32;sex-interaction time-adjusted;men;2688476;38228384.9674452;80906;18834;129054.949322554;3222;2.7583442;0.01803394;15.7737032153637;15.2259061200717;16.341208934579;0
D41;D32;sex-interaction time-adjusted;women;2691931;38113386.7999027;114167;37097;268282.699842803;6316;2.3308852;0.01302088;10.2870435948667;10.0278351797119;10.552952260004;0
D41;D32;sex-interaction time-comorbidity-adjusted;men;2688476;38228384.9674452;80906;18834;129054.949322554;3222;1.692319;0.01890243;5.43206306449334;5.2344978496806;5.63708496669519;0
D41;D32;sex-interaction time-comorbidity-adjusted;women;2691931;38113386.7999027;114167;37097;268282.699842803;6316;1.4601642;0.0140783;4.3066666249508;4.18945745150846;4.42715497964706;0
D41;D32;sex-interaction time-number_como-adjusted;men;2688476;38228384.9674452;80906;18834;129054.949322554;3222;1.6468611;0.01852652;5.19066126276971;5.00556246984941;5.38260475363294;0
D41;D32;sex-interaction time-number_como-adjusted;women;2691931;38113386.7999027;114167;37097;268282.699842803;6316;1.2801927;0.0136633;3.59733286482622;3.50227628447069;3.69496941110533;0
D41;D33;sex-interaction crude;men;2677959;37980076.6227412;75292;51208;377363.2940265;8836;2.6972409;0.01131578;14.8387336419846;14.5132551299673;15.1715114304796;0
D41;D33;sex-interaction crude;women;2672833;37700530.2006138;104457;88012;681139.299131673;16026;2.3387436;0.00857177;10.3682017672876;10.1954673035282;10.5438627467311;0
D41;D33;sex-interaction kessler-adjusted;men;2677959;37980076.6227412;75292;51208;377363.2940265;8836;1.7745231;0.01240553;5.89746796309958;5.75580383290965;6.04261878713194;0
D41;D33;sex-interaction kessler-adjusted;women;2672833;37700530.2006138;104457;88012;681139.299131673;16026;1.5759338;0.00986058;4.83525467144993;4.74270391057218;4.92961149981589;0
D41;D33;sex-interaction time-adjusted;men;2677959;37980076.6227412;75292;51208;377363.2940265;8836;2.6936228;0.01131423;14.7851426270818;14.4608835323638;15.1166726440967;0
D41;D33;sex-interaction time-adjusted;women;2672833;37700530.2006138;104457;88012;681139.299131673;16026;2.3358112;0.00857034;10.3378425868104;10.1656423993478;10.5129597472884;0
D41;D33;sex-interaction time-comorbidity-adjusted;men;2677959;37980076.6227412;75292;51208;377363.2940265;8836;1.9733125;0.01239191;7.19446873837302;7.02183656452967;7.37134508212435;0
D41;D33;sex-interaction time-comorbidity-adjusted;women;2672833;37700530.2006138;104457;88012;681139.299131673;16026;1.7974428;0.00965319;6.03419706921178;5.92110386540218;6.14945035550578;0
D41;D33;sex-interaction time-number_como-adjusted;men;2677959;37980076.6227412;75292;51208;377363.2940265;8836;1.842988;0.01216154;6.31538045356745;6.16662581995689;6.46772342570651;0
D41;D33;sex-interaction time-number_como-adjusted;women;2672833;37700530.2006138;104457;88012;681139.299131673;16026;1.5566432;0.00958931;4.74287361545879;4.65456518295413;4.83285747390442;0
D41;D51;sex-interaction crude;men;2692708;38349561.0141627;83955;1064;7878.90260498543;173;1.7992331;0.07612308;6.04500976832435;5.20716001683336;7.01767239358994;1.65055654080569e-123
D41;D51;sex-interaction crude;women;2698779;38243449.8905082;117252;16796;138219.609237219;3231;1.5107681;0.01791616;4.53020911191423;4.3738913048444;4.69211353627838;0
D41;D51;sex-interaction kessler-adjusted;men;2692708;38349561.0141627;83955;1064;7878.90260498543;173;0.63438981;0.0762367;1.88587105064601;1.62412404904107;2.18980170989066;8.69906479285834e-17
D41;D51;sex-interaction kessler-adjusted;women;2698779;38243449.8905082;117252;16796;138219.609237219;3231;0.38584782;0.01830711;1.47086081818292;1.41902007269314;1.5245954501262;1.30998212323924e-98
D41;D51;sex-interaction time-adjusted;men;2692708;38349561.0141627;83955;1064;7878.90260498543;173;1.7836275;0.07612332;5.95140603473536;5.12652752573074;6.90901075094408;2.076751897951e-121
D41;D51;sex-interaction time-adjusted;women;2698779;38243449.8905082;117252;16796;138219.609237219;3231;1.501715;0.01791538;4.48938176169103;4.33447935527685;4.64981995534658;0
D41;D51;sex-interaction time-comorbidity-adjusted;men;2692708;38349561.0141627;83955;1064;7878.90260498543;173;0.70297892;0.07627746;2.01976045954951;1.73929149855863;2.34545636389318;3.08169823698495e-20
D41;D51;sex-interaction time-comorbidity-adjusted;women;2698779;38243449.8905082;117252;16796;138219.609237219;3231;0.56556299;0.01834743;1.76043861311664;1.69825743648636;1.82489653451132;1.20490433364209e-208
D41;D51;sex-interaction time-number_como-adjusted;men;2692708;38349561.0141627;83955;1064;7878.90260498543;173;0.62924165;0.07618378;1.87618723304707;1.61595188414661;2.17833127829038;1.46256283362419e-16
D41;D51;sex-interaction time-number_como-adjusted;women;2698779;38243449.8905082;117252;16796;138219.609237219;3231;0.47319747;0.01816474;1.60511831439655;1.54897780667055;1.66329355534736;1.33381636738493e-149
D41;D52;sex-interaction crude;men;2692825;38354267.1631709;84072;370;3172.75359682612;56;1.5937732;0.13368315;4.92228670515918;3.78770024975439;6.39673279567407;9.08779363993251e-33
D41;D52;sex-interaction crude;women;2700908;38331231.6499513;119360;5776;50437.8497941464;1123;1.44701;0.030022;4.25038684012488;4.00750142568668;4.50799297909449;0
D41;D52;sex-interaction kessler-adjusted;men;2692825;38354267.1631709;84072;370;3172.75359682612;56;0.62133946;0.1337345;1.86141966994683;1.43221852264612;2.4192419891787;3.38323005939564e-06
D41;D52;sex-interaction kessler-adjusted;women;2700908;38331231.6499513;119360;5776;50437.8497941464;1123;0.38416549;0.03021984;1.46838842517625;1.38394164457406;1.55798806665377;5.04873086668701e-37
D41;D52;sex-interaction time-adjusted;men;2692825;38354267.1631709;84072;370;3172.75359682612;56;1.5809842;0.13368323;4.85973641089405;3.73956720395649;6.31544686732261;2.85291026110861e-32
D41;D52;sex-interaction time-adjusted;women;2700908;38331231.6499513;119360;5776;50437.8497941464;1123;1.437273;0.0300221;4.2092016589112;3.96866896530578;4.4643125340679;0
D41;D52;sex-interaction time-comorbidity-adjusted;men;2692825;38354267.1631709;84072;370;3172.75359682612;56;0.77790807;0.13374686;2.17691354814311;1.67492609406058;2.8293502697783;6.01746490495668e-09
D41;D52;sex-interaction time-comorbidity-adjusted;women;2700908;38331231.6499513;119360;5776;50437.8497941464;1123;0.52724458;0.03025145;1.69425748007251;1.59672207956993;1.79775080805222;4.99363613879516e-68
D41;D52;sex-interaction time-number_como-adjusted;men;2692825;38354267.1631709;84072;370;3172.75359682612;56;0.60435004;0.13370853;1.83006235492072;1.40816316713965;2.37836658496111;6.1866978997156e-06
D41;D52;sex-interaction time-number_como-adjusted;women;2700908;38331231.6499513;119360;5776;50437.8497941464;1123;0.47340229;0.03015447;1.60544710840035;1.51331198253278;1.70319170641683;1.53062527418937e-55
D41;D61;sex-interaction crude;men;2673509;38038041.5524964;79308;30051;319398.364271278;4820;2.1358359;0.01490587;8.46411870745108;8.22041695012992;8.71504522561853;0
D41;D61;sex-interaction crude;women;2678143;37950359.0889138;111622;42569;431310.41083165;8861;2.0130448;0.01109575;7.48607628660467;7.32503204486046;7.65066116102327;0
D41;D61;sex-interaction kessler-adjusted;men;2673509;38038041.5524964;79308;30051;319398.364271278;4820;0.53589212;0.01597224;1.70897217064252;1.65630150039581;1.7633177771877;8.56953541359853e-247
D41;D61;sex-interaction kessler-adjusted;women;2678143;37950359.0889138;111622;42569;431310.41083165;8861;0.45990287;0.01208121;1.58392013136034;1.54685545804229;1.6218729225701;0
D41;D61;sex-interaction time-adjusted;men;2673509;38038041.5524964;79308;30051;319398.364271278;4820;2.136744;0.01490626;8.47180846465513;8.22787901197638;8.72296962040069;0
D41;D61;sex-interaction time-adjusted;women;2678143;37950359.0889138;111622;42569;431310.41083165;8861;2.0140644;0.01109627;7.49371298251249;7.332496983174;7.65847355861688;0
D41;D61;sex-interaction time-comorbidity-adjusted;men;2673509;38038041.5524964;79308;30051;319398.364271278;4820;0.65235062;0.01633818;1.92004883382481;1.85953856874335;1.98252813156942;0
D41;D61;sex-interaction time-comorbidity-adjusted;women;2678143;37950359.0889138;111622;42569;431310.41083165;8861;0.5701233;0.01250391;1.76848509220311;1.72567121808816;1.81236117782019;0
D41;D61;sex-interaction time-number_como-adjusted;men;2673509;38038041.5524964;79308;30051;319398.364271278;4820;0.68353998;0.01554586;1.98087760231516;1.92143183266968;2.04216252101015;0
D41;D61;sex-interaction time-number_como-adjusted;women;2678143;37950359.0889138;111622;42569;431310.41083165;8861;0.61447003;0.01190645;1.84867659675924;1.80603496778811;1.89232502158634;0
D41;D62;sex-interaction crude;men;2691740;38337553.1967437;83712;1931;19886.7200239539;416;2.220451;0.04917381;9.2114843086337;8.365131908546;10.1434674426973;0
D41;D62;sex-interaction crude;women;2699909;38314494.1857324;118071;8373;67175.3140130251;2412;2.1206604;0.02062433;8.33664118800638;8.00636984910994;8.6805365736746;0
D41;D62;sex-interaction kessler-adjusted;men;2691740;38337553.1967437;83712;1931;19886.7200239539;416;0.44131871;0.04962468;1.55475613971698;1.41065780568745;1.7135740817098;5.9411460729142e-19
D41;D62;sex-interaction kessler-adjusted;women;2699909;38314494.1857324;118071;8373;67175.3140130251;2412;0.4028408;0.02123572;1.4960686985671;1.435078502965;1.5596509502497;3.0212529839645e-80
D41;D62;sex-interaction time-adjusted;men;2691740;38337553.1967437;83712;1931;19886.7200239539;416;2.2215741;0.04917397;9.22183553830571;8.37452943965816;10.1548691551354;0
D41;D62;sex-interaction time-adjusted;women;2699909;38314494.1857324;118071;8373;67175.3140130251;2412;2.1218939;0.02062472;8.34693077971282;8.01624567225097;8.69125726554154;0
D41;D62;sex-interaction time-comorbidity-adjusted;men;2691740;38337553.1967437;83712;1931;19886.7200239539;416;0.38867502;0.04970801;1.47502511977102;1.33809787687593;1.62596409541814;5.31758250769745e-15
D41;D62;sex-interaction time-comorbidity-adjusted;women;2699909;38314494.1857324;118071;8373;67175.3140130251;2412;0.31130639;0.02159531;1.36520744302186;1.30862943952784;1.42423157097456;4.13656493526162e-47
D41;D62;sex-interaction time-number_como-adjusted;men;2691740;38337553.1967437;83712;1931;19886.7200239539;416;0.5779239;0.0494027;1.78233428278525;1.61784721724856;1.96354480307121;1.3014733227561e-31
D41;D62;sex-interaction time-number_como-adjusted;women;2699909;38314494.1857324;118071;8373;67175.3140130251;2412;0.51884471;0.0210995;1.68008554204025;1.61202386716459;1.75102086642027;1.60102559566704e-133
D41;D70;sex-interaction crude;men;2689600;38257953.5557527;83146;11340;99486.3610150464;982;1.2788416;0.03212336;3.5924757903281;3.37326450503596;3.82593250094272;0
D41;D70;sex-interaction crude;women;2700474;38325220.3406767;119672;6613;56449.1590687927;811;1.3324246;0.03524248;3.79022202813571;3.53725360580446;4.06128161096271;0
D41;D70;sex-interaction kessler-adjusted;men;2689600;38257953.5557527;83146;11340;99486.3610150464;982;-0.01165853;0.03286176;0.98840916732173;0.926754671649814;1.05416537076253;0.722758179379407
D41;D70;sex-interaction kessler-adjusted;women;2700474;38325220.3406767;119672;6613;56449.1590687927;811;0.03302996;0.03567899;1.03358150487932;0.963772916994431;1.10844651098946;0.354573950016913
D41;D70;sex-interaction time-adjusted;men;2689600;38257953.5557527;83146;11340;99486.3610150464;982;1.2363508;0.03213277;3.4430262207608;3.23287465686405;3.66683859260583;0
D41;D70;sex-interaction time-adjusted;women;2700474;38325220.3406767;119672;6613;56449.1590687927;811;1.3036838;0.03524638;3.68283855016284;3.4370108841263;3.94624871547748;1.80313452449973e-299
D41;D70;sex-interaction time-comorbidity-adjusted;men;2689600;38257953.5557527;83146;11340;99486.3610150464;982;0.25605158;0.03298707;1.29181935826379;1.21094144505295;1.37809904946487;8.34817070291506e-15
D41;D70;sex-interaction time-comorbidity-adjusted;women;2700474;38325220.3406767;119672;6613;56449.1590687927;811;0.2764668;0.03572072;1.31846317901358;1.22931299820381;1.4140785601019;9.96704631222858e-15
D41;D70;sex-interaction time-number_como-adjusted;men;2689600;38257953.5557527;83146;11340;99486.3610150464;982;-0.35150246;0.03232968;0.703630119029776;0.660427802437561;0.749658543414614;1.55975253424398e-27
D41;D70;sex-interaction time-number_como-adjusted;women;2700474;38325220.3406767;119672;6613;56449.1590687927;811;-0.24403385;0.03542857;0.783461113655307;0.730904426542634;0.839796961571978;5.65613408373787e-12
D41;D81;sex-interaction crude;men;2688640;38206288.5705517;82306;19869;151151.346216035;1822;1.3601803;0.02379441;3.89689584878024;3.71933211566617;4.08293660904242;0
D41;D81;sex-interaction crude;women;2701502;38344783.4775357;119559;5894;36886.0222097464;924;1.667926;0.03309812;5.30116177835651;4.96818646353255;5.65645359862888;0
D41;D81;sex-interaction kessler-adjusted;men;2688640;38206288.5705517;82306;19869;151151.346216035;1822;0.25430386;0.02475008;1.28956359153347;1.22850083735377;1.35366147587723;9.14674564703693e-25
D41;D81;sex-interaction kessler-adjusted;women;2701502;38344783.4775357;119559;5894;36886.0222097464;924;0.42078097;0.03380233;1.52315062618851;1.42550996604157;1.6274792076696;1.42886009881171e-35
D41;D81;sex-interaction time-adjusted;men;2688640;38206288.5705517;82306;19869;151151.346216035;1822;1.2845481;0.02383031;3.61303485779419;3.44816274205534;3.78579024836131;0
D41;D81;sex-interaction time-adjusted;women;2701502;38344783.4775357;119559;5894;36886.0222097464;924;1.578885;0.03313227;4.84954555228778;4.54463285357015;5.17491573499473;0
D41;D81;sex-interaction time-comorbidity-adjusted;men;2688640;38206288.5705517;82306;19869;151151.346216035;1822;0.52172423;0.02473234;1.68493035397909;1.60520220704875;1.76861848637733;8.87449322423962e-99
D41;D81;sex-interaction time-comorbidity-adjusted;women;2701502;38344783.4775357;119559;5894;36886.0222097464;924;0.60673838;0.03382721;1.83443838969478;1.71675909568127;1.96018428797114;6.12997410988174e-72
D41;D81;sex-interaction time-number_como-adjusted;men;2688640;38206288.5705517;82306;19869;151151.346216035;1822;-0.08031791;0.02409295;0.922822925112206;0.880258887634807;0.967445104020299;0.000857087209213013
D41;D81;sex-interaction time-number_como-adjusted;women;2701502;38344783.4775357;119559;5894;36886.0222097464;924;0.08389504;0.03332587;1.08751474227091;1.0187511710269;1.16091971061433;0.0118219541384067
D41;D82;sex-interaction crude;men;2691222;38313829.6800434;83813;5822;43610.2367243059;315;0.97729215;0.0565078;2.65725105378171;2.37866378977766;2.96846624275725;5.14647554117415e-67
D41;D82;sex-interaction crude;women;2702131;38370993.6305487;120331;1500;10675.8691967962;152;1.2422283;0.08119427;3.4633221937369;2.95379402753736;4.06074374374395;7.70963344134175e-53
D41;D82;sex-interaction kessler-adjusted;men;2691222;38313829.6800434;83813;5822;43610.2367243059;315;-0.08554248;0.05753283;0.918014144984967;0.82011987963807;1.02759363760868;0.137055388793532
D41;D82;sex-interaction kessler-adjusted;women;2702131;38370993.6305487;120331;1500;10675.8691967962;152;0.10177868;0.08216549;1.1071384127372;0.942459132660873;1.30059269678626;0.215455322251739
D41;D82;sex-interaction time-adjusted;men;2691222;38313829.6800434;83813;5822;43610.2367243059;315;0.84345572;0.05654789;2.32438553944397;2.08053254501133;2.59681981372073;2.60230058422556e-50
D41;D82;sex-interaction time-adjusted;women;2702131;38370993.6305487;120331;1500;10675.8691967962;152;1.1175934;0.08121983;3.05748719344595;2.6075353331075;3.58508198120765;4.42882351807414e-43
D41;D82;sex-interaction time-comorbidity-adjusted;men;2691222;38313829.6800434;83813;5822;43610.2367243059;315;0.23447528;0.05746706;1.26424521990766;1.12957551544633;1.41497045058366;4.50030936866826e-05
D41;D82;sex-interaction time-comorbidity-adjusted;women;2702131;38370993.6305487;120331;1500;10675.8691967962;152;0.39471572;0.0820028;1.48396227015778;1.26363588096563;1.74270456578759;1.48352686118939e-06
D41;D82;sex-interaction time-number_como-adjusted;men;2691222;38313829.6800434;83813;5822;43610.2367243059;315;-0.53019038;0.05665499;0.58849292173041;0.526643136612951;0.657606441344969;8.10842213368134e-21
D41;D82;sex-interaction time-number_como-adjusted;women;2702131;38370993.6305487;120331;1500;10675.8691967962;152;-0.36937134;0.08129492;0.69116870420399;0.589366849158271;0.810554883352009;5.53023866465655e-06
D41;D91;sex-interaction crude;men;2683248;37989189.1785538;78934;46417;368250.738213939;5194;1.5051057;0.01446793;4.5046297444894;4.37868774661353;4.63419414883652;0
D41;D91;sex-interaction crude;women;2698257;38237188.7060633;116308;21262;144480.793682162;4175;1.7939718;0.01586315;6.01328867868804;5.82920482448831;6.20318582413373;0
D41;D91;sex-interaction kessler-adjusted;men;2683248;37989189.1785538;78934;46417;368250.738213939;5194;0.67760179;0.01532217;1.96914963067056;1.91089341384572;2.02918186847812;0
D41;D91;sex-interaction kessler-adjusted;women;2698257;38237188.7060633;116308;21262;144480.793682162;4175;0.76858648;0.0163331;2.15671553762197;2.08876752743618;2.22687390967311;0
D41;D91;sex-interaction time-adjusted;men;2683248;37989189.1785538;78934;46417;368250.738213939;5194;1.4606025;0.01449227;4.30855465066313;4.18789479766192;4.43269090429751;0
D41;D91;sex-interaction time-adjusted;women;2698257;38237188.7060633;116308;21262;144480.793682162;4175;1.7520651;0.01588152;5.76649878509167;5.58976861016716;5.94881658929157;0
D41;D91;sex-interaction time-comorbidity-adjusted;men;2683248;37989189.1785538;78934;46417;368250.738213939;5194;0.90385268;0.01517774;2.46909745245684;2.39672891650211;2.54365113540929;0
D41;D91;sex-interaction time-comorbidity-adjusted;women;2698257;38237188.7060633;116308;21262;144480.793682162;4175;0.93823264;0.01637976;2.55546100534497;2.47472406353539;2.63883195951528;0
D41;D91;sex-interaction time-number_como-adjusted;men;2683248;37989189.1785538;78934;46417;368250.738213939;5194;0.39972694;0.01491548;1.49141739560081;1.44844872134332;1.53566074872007;3.27763253287763e-158
D41;D91;sex-interaction time-number_como-adjusted;women;2698257;38237188.7060633;116308;21262;144480.793682162;4175;0.60925394;0.01625886;1.83905883860205;1.7813778893197;1.89860749486003;2.62128694436216e-307
D41;D92;sex-interaction crude;men;2690230;38175848.3322479;81549;28168;181591.5845198;2579;1.4976811;0.02011483;4.47130852193132;4.29845973619277;4.65110786776926;0
D41;D92;sex-interaction crude;women;2702007;38330368.1313347;118896;10397;51301.3684108095;1587;1.8534317;0.02533999;6.38168200654521;6.07247480122496;6.70663387922953;0
D41;D92;sex-interaction kessler-adjusted;men;2690230;38175848.3322479;81549;28168;181591.5845198;2579;0.48780134;0.0208932;1.62873125407992;1.56338199547978;1.69681210714126;1.46548894882882e-120
D41;D92;sex-interaction kessler-adjusted;women;2702007;38330368.1313347;118896;10397;51301.3684108095;1587;0.61342856;0.02571393;1.8467522577886;1.75598540433983;1.94221084823281;8.79798356191739e-126
D41;D92;sex-interaction time-adjusted;men;2690230;38175848.3322479;81549;28168;181591.5845198;2579;1.4123555;0.02016902;4.10561479891157;3.94648357087393;4.27116256138602;0
D41;D92;sex-interaction time-adjusted;women;2702007;38330368.1313347;118896;10397;51301.3684108095;1587;1.7576606;0.02539034;5.79885567109803;5.5173432439606;6.09473175899186;0
D41;D92;sex-interaction time-comorbidity-adjusted;men;2690230;38175848.3322479;81549;28168;181591.5845198;2579;0.71401323;0.02081412;2.04217053506648;1.96053678261841;2.12720339208522;6.77685080476744e-258
D41;D92;sex-interaction time-comorbidity-adjusted;women;2702007;38330368.1313347;118896;10397;51301.3684108095;1587;0.75979132;0.02577117;2.13783005157001;2.03252884650305;2.24858669890911;4.86642702808595e-191
D41;D92;sex-interaction time-number_como-adjusted;men;2690230;38175848.3322479;81549;28168;181591.5845198;2579;0.24549853;0.02046026;1.27825840454954;1.22801268231006;1.33055999529896;3.60493032406681e-33
D41;D92;sex-interaction time-number_como-adjusted;women;2702007;38330368.1313347;118896;10397;51301.3684108095;1587;0.47948906;0.02561665;1.61524889604785;1.53615316814061;1.69841722185934;3.54044245487045e-78
D42;D00;sex-interaction crude;men;2713557;39099680.0493075;6337;44580;207256.371210421;35;2.1281165;0.17166834;8.39903232660804;5.99935963669154;11.7585456274312;2.72396132794357e-35
D42;D00;sex-interaction crude;women;2744826;39679258.4628265;10282;63867;308158.73892507;32;1.5075532;0.1831966;4.51566832874619;3.15344170742349;6.46635084683459;1.88538830544166e-16
D42;D00;sex-interaction kessler-adjusted;men;2713557;39099680.0493075;6337;44580;207256.371210421;35;0.6712735;0.17192674;1.95672762722993;1.39696675367568;2.74078319837649;9.44532236441876e-05
D42;D00;sex-interaction kessler-adjusted;women;2744826;39679258.4628265;10282;63867;308158.73892507;32;0.09760054;0.18119642;1.1025222835816;0.772952317471595;1.57261367657216;0.590131852406728
D42;D00;sex-interaction time-adjusted;men;2713557;39099680.0493075;6337;44580;207256.371210421;35;2.1280389;0.17166833;8.39838058698732;5.99889422202278;11.7576329692478;2.73934217359162e-35
D42;D00;sex-interaction time-adjusted;women;2744826;39679258.4628265;10282;63867;308158.73892507;32;1.5075937;0.18319669;4.51585121701697;3.15356886811952;6.4666138800368;1.88197572980584e-16
D42;D00;sex-interaction time-comorbidity-adjusted;men;2713557;39099680.0493075;6337;44580;207256.371210421;35;0.77026425;0.17231214;2.16033704743027;1.5411650578953;3.02826497044601;7.81581043113515e-06
D42;D00;sex-interaction time-comorbidity-adjusted;women;2744826;39679258.4628265;10282;63867;308158.73892507;32;0.18200557;0.18081736;1.19962087574954;0.841650912969756;1.70984219628097;0.314140819138637
D42;D00;sex-interaction time-number_como-adjusted;men;2713557;39099680.0493075;6337;44580;207256.371210421;35;0.65711038;0.17131193;1.92920958966673;1.37898147776429;2.69898450477828;0.000125179779290159
D42;D00;sex-interaction time-number_como-adjusted;women;2744826;39679258.4628265;10282;63867;308158.73892507;32;0.07882007;0.18069269;1.08200961856367;0.759320674572697;1.5418318687597;0.6626839247383
D42;D01;sex-interaction crude;men;2721137;39251174.6906654;6370;14345;55761.7298525341;0;;;;;;
D42;D01;sex-interaction crude;women;2755076;39876051.1914364;10311;25721;111366.010315144;3;0.43640394;0.58459359;1.54713361769892;0.491949877837706;4.86558191971706;0.455360447567981
D42;D01;sex-interaction kessler-adjusted;men;2721137;39251174.6906654;6370;14345;55761.7298525341;0;;;;;;
D42;D01;sex-interaction kessler-adjusted;women;2755076;39876051.1914364;10311;25721;111366.010315144;3;-0.41984409;0.58264473;0.657149267970873;0.209756745050266;2.05879033969166;0.471165902412826
D42;D01;sex-interaction time-adjusted;men;2721137;39251174.6906654;6370;14345;55761.7298525341;0;;;;;;
D42;D01;sex-interaction time-adjusted;women;2755076;39876051.1914364;10311;25721;111366.010315144;3;0.43643811;0.58459367;1.54718648415786;0.49196661091328;4.86574894242714;0.455325214445434
