outcome;exposure;model;sex;N0;personyears0;cases0;N1;personyears1;cases1;estimate;se;HR;CI_left;CI_right;pval
D01;D51;sex-interaction time-number_como-adjusted;men;1780811;23558479.0770267;12222;345;3120.96148663823;0;;;;;;
D01;D51;sex-interaction time-number_como-adjusted;women;1863365;24945024.4355041;21784;6316;57858.3132195526;4;-0.39355955;0.50051172;0.674651140905183;0.252954791728836;1.79934983169872;0.43168334494959
D01;D52;sex-interaction crude;men;1780942;23560357.033251;12222;104;1243.00526236994;0;;;;;;
D01;D52;sex-interaction crude;women;1866458;24981634.6691518;21784;1983;21248.0795718243;4;0.89863268;0.50012608;2.45624234477614;0.921643836496148;6.54604980510454;0.0723654268592684
D01;D52;sex-interaction kessler-adjusted;men;1780942;23560357.033251;12222;104;1243.00526236994;0;;;;;;
D01;D52;sex-interaction kessler-adjusted;women;1866458;24981634.6691518;21784;1983;21248.0795718243;4;0.49174761;0.5006805;1.63517136621895;0.612891021527534;4.36257883210355;0.326021767911474
D01;D52;sex-interaction time-adjusted;men;1780942;23560357.033251;12222;104;1243.00526236994;0;;;;;;
D01;D52;sex-interaction time-adjusted;women;1866458;24981634.6691518;21784;1983;21248.0795718243;4;0.89670948;0.50013141;2.45152303903768;0.91986342491604;6.53354079327709;0.0729812811647465
D01;D52;sex-interaction time-comorbidity-adjusted;men;1780942;23560357.033251;12222;104;1243.00526236994;0;;;;;;
D01;D52;sex-interaction time-comorbidity-adjusted;women;1866458;24981634.6691518;21784;1983;21248.0795718243;4;0.44318006;0.50066694;1.55765278005207;0.58385120729243;4.15565156481505;0.376059882606355
D01;D52;sex-interaction time-number_como-adjusted;men;1780942;23560357.033251;12222;104;1243.00526236994;0;;;;;;
D01;D52;sex-interaction time-number_como-adjusted;women;1866458;24981634.6691518;21784;1983;21248.0795718243;4;0.42011369;0.50050194;1.52213459726426;0.570722551568768;4.05957978324194;0.401253445193884
D01;D61;sex-interaction crude;men;1749853;23123124.4176435;12028;38354;438475.620869826;194;0.4312307;0.07241267;1.53915059104265;1.33549829217403;1.77385815900262;2.59781007536001e-09
D01;D61;sex-interaction crude;women;1822097;24334433.3663373;21301;56633;668449.382386408;487;0.24214026;0.04586894;1.27397286771986;1.16443825897192;1.39381101160255;1.29919770068383e-07
D01;D61;sex-interaction kessler-adjusted;men;1749853;23123124.4176435;12028;38354;438475.620869826;194;-0.09981125;0.07464856;0.905008222217751;0.781828603868895;1.04759518675666;0.181195854092185
D01;D61;sex-interaction kessler-adjusted;women;1822097;24334433.3663373;21301;56633;668449.382386408;487;-0.30521967;0.04876411;0.736961468283584;0.669786972037047;0.810873051297055;3.87193871059819e-10
D01;D61;sex-interaction time-adjusted;men;1749853;23123124.4176435;12028;38354;438475.620869826;194;0.43120012;0.07241268;1.53910352453723;1.3354574270862;1.77380395001542;2.60453985726151e-09
D01;D61;sex-interaction time-adjusted;women;1822097;24334433.3663373;21301;56633;668449.382386408;487;0.24209286;0.04586897;1.27391248283706;1.16438299744206;1.39374502847705;1.30656835280978e-07
D01;D61;sex-interaction time-comorbidity-adjusted;men;1749853;23123124.4176435;12028;38354;438475.620869826;194;-0.06519929;0.07494971;0.936880733809913;0.808885404911567;1.08512961669788;0.384351137680487
D01;D61;sex-interaction time-comorbidity-adjusted;women;1822097;24334433.3663373;21301;56633;668449.382386408;487;-0.33198658;0.0493626;0.717496951598925;0.651332184945268;0.790382983449542;1.750291197326e-11
D01;D61;sex-interaction time-number_como-adjusted;men;1749853;23123124.4176435;12028;38354;438475.620869826;194;-0.19004473;0.07411623;0.826922144888567;0.715116457828227;0.956208217866745;0.0103430447923574
D01;D61;sex-interaction time-number_como-adjusted;women;1822097;24334433.3663373;21301;56633;668449.382386408;487;-0.36912041;0.04864024;0.691342160928774;0.628478456867741;0.76049382163349;3.22914631194374e-14
D01;D62;sex-interaction crude;men;1779023;23533513.2220974;12218;2491;28086.8164158995;4;0.41825525;0.50012415;1.51930842838938;0.570084848736811;4.04904306032639;0.40298455248765
D01;D62;sex-interaction crude;women;1862443;24921648.1400853;21779;7905;81234.6086383714;9;0.00128568;0.3334699;1.00128650684084;0.520844725182663;1.92490126194507;0.996923795278879
D01;D62;sex-interaction kessler-adjusted;men;1779023;23533513.2220974;12218;2491;28086.8164158995;4;-0.07521021;0.50057176;0.927548485866533;0.347735609325006;2.47413888759718;0.880568477710793
D01;D62;sex-interaction kessler-adjusted;women;1862443;24921648.1400853;21779;7905;81234.6086383714;9;-0.52173957;0.33441887;0.593487236879624;0.308143864986643;1.14306056476016;0.118727285299499
D01;D62;sex-interaction time-adjusted;men;1779023;23533513.2220974;12218;2491;28086.8164158995;4;0.41796685;0.5001242;1.51887032301646;0.569920404121259;4.04787588136482;0.403309005503954
D01;D62;sex-interaction time-adjusted;women;1862443;24921648.1400853;21779;7905;81234.6086383714;9;1.477e-05;0.33347326;1.00001477010908;0.520179773227979;1.92246909992409;0.999964660569908
D01;D62;sex-interaction time-comorbidity-adjusted;men;1779023;23533513.2220974;12218;2491;28086.8164158995;4;-0.1471469;0.50060709;0.863167168845354;0.32357680744589;2.30256787330809;0.768806114934531
D01;D62;sex-interaction time-comorbidity-adjusted;women;1862443;24921648.1400853;21779;7905;81234.6086383714;9;-0.69875907;0.33432514;0.497201913898306;0.25819909553816;0.957438455269891;0.0366125532226409
D01;D62;sex-interaction time-number_como-adjusted;men;1779023;23533513.2220974;12218;2491;28086.8164158995;4;-0.10520496;0.50052032;0.900140010981512;0.337494265228166;2.40078757730007;0.833518457962001
D01;D62;sex-interaction time-number_como-adjusted;women;1862443;24921648.1400853;21779;7905;81234.6086383714;9;-0.54222235;0.33436135;0.581454619779944;0.301930459758688;1.1197594145806;0.104874935723833
D01;D70;sex-interaction crude;men;1778419;23515337.2567333;12140;4862;46262.7817800735;82;2.0850677;0.11083821;8.04513611897677;6.47422429422377;9.99721545492496;6.04349364055089e-79
D01;D70;sex-interaction crude;women;1865786;24961978.3288494;21712;4272;40904.4198742422;76;1.4908395;0.11494217;4.44082202467377;3.54506674060984;5.56291367632619;1.80219401428523e-38
D01;D70;sex-interaction kessler-adjusted;men;1778419;23515337.2567333;12140;4862;46262.7817800735;82;1.5975081;0.11309772;4.94070532822107;3.9584029246664;6.16677220709393;2.66306085709418e-45
D01;D70;sex-interaction kessler-adjusted;women;1865786;24961978.3288494;21712;4272;40904.4198742422;76;0.97347276;0.11629482;2.64712133267131;2.10757732626281;3.32478968271541;5.72614527439455e-17
D01;D70;sex-interaction time-adjusted;men;1778419;23515337.2567333;12140;4862;46262.7817800735;82;2.0848223;0.11083861;8.04316208479707;6.47263064005751;9.99477027500249;6.30931633993993e-79
D01;D70;sex-interaction time-adjusted;women;1865786;24961978.3288494;21712;4272;40904.4198742422;76;1.4907058;0.11494228;4.44022832645868;3.54459203267039;5.56217116366785;1.83004714172123e-38
D01;D70;sex-interaction time-comorbidity-adjusted;men;1778419;23515337.2567333;12140;4862;46262.7817800735;82;1.6587458;0.11304123;5.25271875155137;4.20884835517016;6.55548785667377;9.48619334765713e-49
D01;D70;sex-interaction time-comorbidity-adjusted;women;1865786;24961978.3288494;21712;4272;40904.4198742422;76;1.0052564;0.11640947;2.73260782365746;2.17515087802281;3.43293221328238;5.84600815229026e-18
D01;D70;sex-interaction time-number_como-adjusted;men;1778419;23515337.2567333;12140;4862;46262.7817800735;82;1.6343645;0.1114403;5.12619926204276;4.12038054988832;6.37754657755582;1.06704260340182e-48
D01;D70;sex-interaction time-number_como-adjusted;women;1865786;24961978.3288494;21712;4272;40904.4198742422;76;1.0356035;0.11552422;2.81680566498849;2.24606588320246;3.53257409484282;3.12019237860172e-19
D01;D81;sex-interaction crude;men;1780110;23547354.8578262;12219;1807;14245.1806871772;3;1.1504996;0.57747435;3.15977113707582;1.01884605883043;9.79947220894061;0.0463386354480934
D01;D81;sex-interaction crude;women;1867766;24996789.40905;21787;771;6093.33967362829;0;;;;;;
D01;D81;sex-interaction kessler-adjusted;men;1780110;23547354.8578262;12219;1807;14245.1806871772;3;-0.08099796;0.58047681;0.922195572721658;0.295610786181833;2.87690677776659;0.889025864569526
D01;D81;sex-interaction kessler-adjusted;women;1867766;24996789.40905;21787;771;6093.33967362829;0;;;;;;
D01;D81;sex-interaction time-adjusted;men;1780110;23547354.8578262;12219;1807;14245.1806871772;3;1.1470337;0.57748667;3.1488386427018;1.01529643622507;9.76580281778331;0.0470054174105688
D01;D81;sex-interaction time-adjusted;women;1867766;24996789.40905;21787;771;6093.33967362829;0;;;;;;
D01;D81;sex-interaction time-comorbidity-adjusted;men;1780110;23547354.8578262;12219;1807;14245.1806871772;3;0.09651259;0.58017849;1.1013234467187;0.353236895520349;3.43371077504698;0.86788165792785
D01;D81;sex-interaction time-comorbidity-adjusted;women;1867766;24996789.40905;21787;771;6093.33967362829;0;;;;;;
D01;D81;sex-interaction time-number_como-adjusted;men;1780110;23547354.8578262;12219;1807;14245.1806871772;3;0.58049994;0.57764511;1.78693156604157;0.575990753454386;5.54370778101153;0.314924689014768
D01;D81;sex-interaction time-number_como-adjusted;women;1867766;24996789.40905;21787;771;6093.33967362829;0;;;;;;
D01;D82;sex-interaction crude;men;1780841;23558384.4922225;12220;358;3215.54629089005;0;;;;;;
D01;D82;sex-interaction crude;women;1868041;25001487.8802604;21788;153;1394.86846320833;0;;;;;;
D01;D82;sex-interaction kessler-adjusted;men;1780841;23558384.4922225;12220;358;3215.54629089005;0;;;;;;
D01;D82;sex-interaction kessler-adjusted;women;1868041;25001487.8802604;21788;153;1394.86846320833;0;;;;;;
D01;D82;sex-interaction time-adjusted;men;1780841;23558384.4922225;12220;358;3215.54629089005;0;;;;;;
D01;D82;sex-interaction time-adjusted;women;1868041;25001487.8802604;21788;153;1394.86846320833;0;;;;;;
D01;D82;sex-interaction time-comorbidity-adjusted;men;1780841;23558384.4922225;12220;358;3215.54629089005;0;;;;;;
D01;D82;sex-interaction time-comorbidity-adjusted;women;1868041;25001487.8802604;21788;153;1394.86846320833;0;;;;;;
D01;D82;sex-interaction time-number_como-adjusted;men;1780841;23558384.4922225;12220;358;3215.54629089005;0;;;;;;
D01;D82;sex-interaction time-number_como-adjusted;women;1868041;25001487.8802604;21788;153;1394.86846320833;0;;;;;;
D01;D91;sex-interaction crude;men;1777024;23505087.3202186;12215;6949;56512.7182947828;7;0.63804552;0.37814347;1.8927778652682;0.902034905126274;3.9716955817222;0.0915436261753356
D01;D91;sex-interaction crude;women;1865382;24961134.9681338;21772;5119;41747.7805898647;16;0.58872953;0.25010739;1.80169795752284;1.10354536208533;2.94153339017065;0.0185772594744161
D01;D91;sex-interaction kessler-adjusted;men;1777024;23505087.3202186;12215;6949;56512.7182947828;7;0.0775413;0.37903314;1.08062686142634;0.514093561746777;2.27148227584951;0.837902962037966
D01;D91;sex-interaction kessler-adjusted;women;1865382;24961134.9681338;21772;5119;41747.7805898647;16;0.06848084;0.25111283;1.07088010669157;0.654625958061773;1.75181596266541;0.785076575292043
D01;D91;sex-interaction time-adjusted;men;1777024;23505087.3202186;12215;6949;56512.7182947828;7;0.63459193;0.37816306;1.88625226142663;0.898890505436264;3.95815460528229;0.0933293857772803
D01;D91;sex-interaction time-adjusted;women;1865382;24961134.9681338;21772;5119;41747.7805898647;16;0.58754894;0.25011083;1.79957214603397;1.10223586461693;2.93808250369971;0.0188161059123953
D01;D91;sex-interaction time-comorbidity-adjusted;men;1777024;23505087.3202186;12215;6949;56512.7182947828;7;0.10916322;0.37907326;1.11534438199547;0.530568228716789;2.34464301312864;0.773366687394267
D01;D91;sex-interaction time-comorbidity-adjusted;women;1865382;24961134.9681338;21772;5119;41747.7805898647;16;0.04898366;0.25119603;1.0502031902797;0.641881538454394;1.71827147970236;0.845391594583296
D01;D91;sex-interaction time-number_como-adjusted;men;1777024;23505087.3202186;12215;6949;56512.7182947828;7;0.16205232;0.37843644;1.17592176393824;0.560083458771077;2.46890347009662;0.66849428900856
D01;D91;sex-interaction time-number_como-adjusted;women;1865382;24961134.9681338;21772;5119;41747.7805898647;16;0.05388316;0.25065876;1.0553612865384;0.645713751839036;1.72489348717114;0.829793674519013
D01;D92;sex-interaction crude;men;1779792;23538811.5650348;12221;3898;22788.4734785539;0;;;;;;
D01;D92;sex-interaction crude;women;1867584;24989287.6409162;21786;2652;13595.1078074707;0;;;;;;
D01;D92;sex-interaction kessler-adjusted;men;1779792;23538811.5650348;12221;3898;22788.4734785539;0;;;;;;
D01;D92;sex-interaction kessler-adjusted;women;1867584;24989287.6409162;21786;2652;13595.1078074707;0;;;;;;
D01;D92;sex-interaction time-adjusted;men;1779792;23538811.5650348;12221;3898;22788.4734785539;0;;;;;;
D01;D92;sex-interaction time-adjusted;women;1867584;24989287.6409162;21786;2652;13595.1078074707;0;;;;;;
D01;D92;sex-interaction time-comorbidity-adjusted;men;1779792;23538811.5650348;12221;3898;22788.4734785539;0;;;;;;
D01;D92;sex-interaction time-comorbidity-adjusted;women;1867584;24989287.6409162;21786;2652;13595.1078074707;0;;;;;;
D01;D92;sex-interaction time-number_como-adjusted;men;1779792;23538811.5650348;12221;3898;22788.4734785539;0;;;;;;
D01;D92;sex-interaction time-number_como-adjusted;women;1867584;24989287.6409162;21786;2652;13595.1078074707;0;;;;;;
D02;D01;sex-interaction crude;men;1779768;23536308.5064526;6272;13961;54016.2187139758;169;0.65810614;0.07817912;1.93113157616757;1.65678318250124;2.25090959629453;3.8320380650174e-17
D02;D01;sex-interaction crude;women;1866602;24969593.9611947;7456;25153;108489.533512988;203;0.2043875;0.07133846;1.22677343607073;1.06669671140966;1.41087250701274;0.00416957334823374
D02;D01;sex-interaction kessler-adjusted;men;1779768;23536308.5064526;6272;13961;54016.2187139758;169;0.30390748;0.07850941;1.35514367239694;1.16187126394924;1.58056613483618;0.000108403648337803
D02;D01;sex-interaction kessler-adjusted;women;1866602;24969593.9611947;7456;25153;108489.533512988;203;-0.13838387;0.07165614;0.870764367263673;0.756670551027723;1.00206170607045;0.0534556803839648
D02;D01;sex-interaction time-adjusted;men;1779768;23536308.5064526;6272;13961;54016.2187139758;169;0.65810338;0.07817911;1.93112624625177;1.65677864225823;2.25090333967573;3.83315747737549e-17
D02;D01;sex-interaction time-adjusted;women;1866602;24969593.9611947;7456;25153;108489.533512988;203;0.20438981;0.07133846;1.22677626992064;1.06669917548191;1.410875766132;0.0041691469987841
D02;D01;sex-interaction time-comorbidity-adjusted;men;1779768;23536308.5064526;6272;13961;54016.2187139758;169;0.35319354;0.07846401;1.4236066416022;1.22067856667833;1.66026989031909;6.7524956853011e-06
D02;D01;sex-interaction time-comorbidity-adjusted;women;1866602;24969593.9611947;7456;25153;108489.533512988;203;-0.09685502;0.07162927;0.907687593141554;0.788797370346182;1.04449735472815;0.176320625861936
D02;D01;sex-interaction time-number_como-adjusted;men;1779768;23536308.5064526;6272;13961;54016.2187139758;169;0.32439456;0.07846729;1.38319295207874;1.18601802385012;1.61314811765632;3.56290248592284e-05
D02;D01;sex-interaction time-number_como-adjusted;women;1866602;24969593.9611947;7456;25153;108489.533512988;203;-0.11169395;0.07159797;0.894317921620681;0.777226556532631;1.02904942993717;0.118756195150397
D02;D10;sex-interaction crude;men;1737098;22907266.5471143;6100;69060;683058.178052251;341;1.4055525;0.05590072;4.07777909194666;3.65460896840593;4.54994842580114;1.65503652221597e-139
D02;D10;sex-interaction crude;women;1843781;24643555.0133767;7331;41973;434528.481330939;328;1.3736257;0.05654886;3.94964499424753;3.53527811534505;4.41257945531169;2.44313117792694e-130
D02;D10;sex-interaction kessler-adjusted;men;1737098;22907266.5471143;6100;69060;683058.178052251;341;0.62390679;0.05929121;1.86620468824034;1.66146235912342;2.09617745432866;6.78608608038888e-26
D02;D10;sex-interaction kessler-adjusted;women;1843781;24643555.0133767;7331;41973;434528.481330939;328;0.50483656;0.06064639;1.6567147248774;1.47104321594983;1.86582124159649;8.48543157279755e-17
D02;D10;sex-interaction time-adjusted;men;1737098;22907266.5471143;6100;69060;683058.178052251;341;1.4056197;0.05590074;4.07805312790914;3.65485442311294;4.5502543709757;1.606045910426e-139
D02;D10;sex-interaction time-adjusted;women;1843781;24643555.0133767;7331;41973;434528.481330939;328;1.3734101;0.05654896;3.94879354257656;3.53451529879095;4.41162907039284;2.68340629772573e-130
D02;D10;sex-interaction time-comorbidity-adjusted;men;1737098;22907266.5471143;6100;69060;683058.178052251;341;0.71350517;0.05935478;2.0411332534274;1.81697301679765;2.2929481724445;2.75539133542876e-33
D02;D10;sex-interaction time-comorbidity-adjusted;women;1843781;24643555.0133767;7331;41973;434528.481330939;328;0.51630588;0.06130274;1.6758255005124;1.48609922524276;1.8897736170402;3.69379645938322e-17
D02;D10;sex-interaction time-number_como-adjusted;men;1737098;22907266.5471143;6100;69060;683058.178052251;341;0.52100734;0.05882658;1.68372287712338;1.50036642538582;1.88948691398478;8.24434705120146e-19
D02;D10;sex-interaction time-number_como-adjusted;women;1843781;24643555.0133767;7331;41973;434528.481330939;328;0.40497241;0.06017407;1.49926113487143;1.33246871718336;1.68693187430879;1.69645281989215e-11
D02;D11;sex-interaction crude;men;1745321;23013492.9894528;6127;58610;576831.735713752;314;1.4197655;0.05812044;4.13615039924991;3.69083061203594;4.6352005614742;8.6253553895865e-132
D02;D11;sex-interaction crude;women;1851375;24750624.0362826;7441;31653;327459.458425032;218;1.4285967;0.0689131;4.17283933587684;3.64563115167375;4.77628904258369;1.84220501444127e-95
D02;D11;sex-interaction kessler-adjusted;men;1745321;23013492.9894528;6127;58610;576831.735713752;314;0.63461336;0.06118576;1.88629268424572;1.67312222050802;2.12662293706108;3.32795905962483e-25
D02;D11;sex-interaction kessler-adjusted;women;1851375;24750624.0362826;7441;31653;327459.458425032;218;0.56886616;0.07207226;1.76626325572667;1.53358345770777;2.03424591785383;2.95013789715722e-15
D02;D11;sex-interaction time-adjusted;men;1745321;23013492.9894528;6127;58610;576831.735713752;314;1.4194197;0.05812083;4.13472036570889;3.68955172321268;4.63360152807984;1.00169599995772e-131
D02;D11;sex-interaction time-adjusted;women;1851375;24750624.0362826;7441;31653;327459.458425032;218;1.4281824;0.06891328;4.17111088661298;3.64411979389859;4.77431232023473;2.0896317617067e-95
D02;D11;sex-interaction time-comorbidity-adjusted;men;1745321;23013492.9894528;6127;58610;576831.735713752;314;0.71803383;0.06125168;2.0503978141359;1.81844682376864;2.3119351862599;9.75369989857092e-32
D02;D11;sex-interaction time-comorbidity-adjusted;women;1851375;24750624.0362826;7441;31653;327459.458425032;218;0.57298439;0.07258546;1.77355213238807;1.53836398233364;2.04469631531979;2.92821302653884e-15
D02;D11;sex-interaction time-number_como-adjusted;men;1745321;23013492.9894528;6127;58610;576831.735713752;314;0.53844719;0.0607585;1.71334429733286;1.5209919462779;1.93002250168829;7.8529383439565e-19
D02;D11;sex-interaction time-number_como-adjusted;women;1851375;24750624.0362826;7441;31653;327459.458425032;218;0.47829771;0.07169082;1.61332571509383;1.4018408766547;1.85671562752135;2.52903546831182e-11
D02;D12;sex-interaction crude;men;1775864;23503883.6632457;6426;9122;86441.0619208027;15;2.1174015;0.25992908;8.30951712934194;4.99256529412697;13.8301796481364;3.75930374461519e-16
D02;D12;sex-interaction crude;women;1868774;25052287.0994235;7657;2613;25796.3952840782;0;;;;;;
D02;D12;sex-interaction kessler-adjusted;men;1775864;23503883.6632457;6426;9122;86441.0619208027;15;1.0167027;0.2614065;2.76406576765985;1.65591772983117;4.61379175445388;0.000100510965396942
D02;D12;sex-interaction kessler-adjusted;women;1868774;25052287.0994235;7657;2613;25796.3952840782;0;;;;;;
D02;D12;sex-interaction time-adjusted;men;1775864;23503883.6632457;6426;9122;86441.0619208027;15;2.1356823;0.2598738;8.46281871865931;5.08522365325566;14.0838054623297;2.06663523760253e-16
D02;D12;sex-interaction time-adjusted;women;1868774;25052287.0994235;7657;2613;25796.3952840782;0;;;;;;
D02;D12;sex-interaction time-comorbidity-adjusted;men;1775864;23503883.6632457;6426;9122;86441.0619208027;15;1.079176;0.26149552;2.94225413452429;1.76236066750489;4.9120815913246;3.6762422344862e-05
D02;D12;sex-interaction time-comorbidity-adjusted;women;1868774;25052287.0994235;7657;2613;25796.3952840782;0;;;;;;
D02;D12;sex-interaction time-number_como-adjusted;men;1775864;23503883.6632457;6426;9122;86441.0619208027;15;0.97604099;0.26066546;2.65392848651832;1.59224676155324;4.4235206386494;0.000180810897653484
D02;D12;sex-interaction time-number_como-adjusted;women;1868774;25052287.0994235;7657;2613;25796.3952840782;0;;;;;;
D02;D20;sex-interaction crude;men;1758886;23261795.9081218;6217;31083;328528.81704469;224;1.5592653;0.06807043;4.75532622322257;4.16139231252596;5.43402923612891;3.98892140230579e-116
D02;D20;sex-interaction crude;women;1844940;24708593.9444569;7253;34658;369489.550250768;406;1.3849234;0.05100461;3.99451991287196;3.61450964312394;4.41448243600204;2.33963647112283e-162
D02;D20;sex-interaction kessler-adjusted;men;1758886;23261795.9081218;6217;31083;328528.81704469;224;0.79861686;0.07054602;2.22246482164625;1.93546808485871;2.55201825444498;1.03866987798181e-29
D02;D20;sex-interaction kessler-adjusted;women;1844940;24708593.9444569;7253;34658;369489.550250768;406;0.68851543;0.05334569;1.99075791890985;1.79312480475751;2.2101735925951;4.12747273731796e-38
D02;D20;sex-interaction time-adjusted;men;1758886;23261795.9081218;6217;31083;328528.81704469;224;1.5595381;0.06807009;4.75662365317766;4.16253046906638;5.43550821936539;3.62883185619461e-116
D02;D20;sex-interaction time-adjusted;women;1844940;24708593.9444569;7253;34658;369489.550250768;406;1.3848237;0.05100462;3.99412167908894;3.61414922364018;4.41404242055626;2.46770026306017e-162
D02;D20;sex-interaction time-comorbidity-adjusted;men;1758886;23261795.9081218;6217;31083;328528.81704469;224;0.85944112;0.07067317;2.36184033945146;2.05633290267;2.71273672751001;5.02741742062677e-34
D02;D20;sex-interaction time-comorbidity-adjusted;women;1844940;24708593.9444569;7253;34658;369489.550250768;406;0.71591584;0.05365987;2.04605968774539;1.84180197639938;2.27296978690449;1.32340659889143e-40
D02;D20;sex-interaction time-number_como-adjusted;men;1758886;23261795.9081218;6217;31083;328528.81704469;224;0.80365194;0.07000001;2.23368332916084;1.94732072669862;2.56215688898342;1.64862715011402e-30
D02;D20;sex-interaction time-number_como-adjusted;women;1844940;24708593.9444569;7253;34658;369489.550250768;406;0.68351722;0.05314433;1.98083251805399;1.78488903354412;2.19828649895905;7.40985249104816e-38
D02;D21;sex-interaction crude;men;1769207;23413581.8084437;6382;15981;176742.916722809;59;1.3037364;0.13094118;3.68303227256543;2.84936568575385;4.7606127878141;2.35860814183702e-23
D02;D21;sex-interaction crude;women;1861433;24943673.4176584;7592;12130;134410.077049181;67;0.97101976;0.12273757;2.6406359016754;2.07603234006861;3.35879062702202;2.54614499960656e-15
D02;D21;sex-interaction kessler-adjusted;men;1769207;23413581.8084437;6382;15981;176742.916722809;59;0.5744599;0.13256084;1.7761709578714;1.36977354127813;2.30314221768519;1.46719552285425e-05
D02;D21;sex-interaction kessler-adjusted;women;1861433;24943673.4176584;7592;12130;134410.077049181;67;0.35437811;0.12365571;1.4252940025229;1.1185322915267;1.81618627286563;0.00415897698371763
D02;D21;sex-interaction time-adjusted;men;1769207;23413581.8084437;6382;15981;176742.916722809;59;1.3042012;0.13094047;3.68474454386674;2.85069434570999;4.76281940713436;2.2746575904912e-23
D02;D21;sex-interaction time-adjusted;women;1861433;24943673.4176584;7592;12130;134410.077049181;67;0.97098814;0.12273759;2.64055240608826;2.07596661558744;3.35868455539949;2.55144665997514e-15
D02;D21;sex-interaction time-comorbidity-adjusted;men;1769207;23413581.8084437;6382;15981;176742.916722809;59;0.64419074;0.13253199;1.90444521415741;1.46878101135368;2.46933446558134;1.17004863686465e-06
D02;D21;sex-interaction time-comorbidity-adjusted;women;1861433;24943673.4176584;7592;12130;134410.077049181;67;0.38939467;0.12375092;1.476087003645;1.15817712338627;1.88126047245623;0.00165180651334613
D02;D21;sex-interaction time-number_como-adjusted;men;1769207;23413581.8084437;6382;15981;176742.916722809;59;0.57105231;0.13183501;1.770128795929;1.3670572521933;2.29204442546201;1.48051211126843e-05
D02;D21;sex-interaction time-number_como-adjusted;women;1861433;24943673.4176584;7592;12130;134410.077049181;67;0.32853453;0.12342392;1.3889311992944;1.09049104191702;1.76904697262077;0.00777151786310269
D02;D22;sex-interaction crude;men;1779994;23563350.902066;6413;2514;26973.8231005315;28;1.9187129;0.18942892;6.81218486111169;4.69941972895588;9.87480694606305;4.11109545835464e-24
D02;D22;sex-interaction crude;women;1867479;25033377.0405793;7611;4003;44706.4541283031;48;1.499999;0.1448097;4.48168458865124;3.37426392211908;5.95255653254889;3.83259322211982e-25
D02;D22;sex-interaction kessler-adjusted;men;1779994;23563350.902066;6413;2514;26973.8231005315;28;0.72180861;0.19073732;2.05815224121717;1.41619023399887;2.99111697449441;0.000154137352398553
D02;D22;sex-interaction kessler-adjusted;women;1867479;25033377.0405793;7611;4003;44706.4541283031;48;0.3648343;0.14615863;1.4402753347527;1.08152128711369;1.91803255711504;0.0125548443318331
D02;D22;sex-interaction time-adjusted;men;1779994;23563350.902066;6413;2514;26973.8231005315;28;1.9187541;0.18942892;6.81246552890968;4.69961334903726;9.87521379649029;4.10196214220166e-24
D02;D22;sex-interaction time-adjusted;women;1867479;25033377.0405793;7611;4003;44706.4541283031;48;1.4998293;0.14480973;4.48092411130487;3.37369115974553;5.95154681935611;3.879915470481e-25
D02;D22;sex-interaction time-comorbidity-adjusted;men;1779994;23563350.902066;6413;2514;26973.8231005315;28;0.69041653;0.1909024;1.99454614855023;1.37197965631874;2.89961612796126;0.000298504612052474
D02;D22;sex-interaction time-comorbidity-adjusted;women;1867479;25033377.0405793;7611;4003;44706.4541283031;48;0.32906781;0.14627415;1.38967208605685;1.04328641385923;1.85106264311629;0.0244702300369804
D02;D22;sex-interaction time-number_como-adjusted;men;1779994;23563350.902066;6413;2514;26973.8231005315;28;0.80251305;0.19050178;2.23114085762661;1.53593055514494;3.24102512961667;2.5241707197557e-05
D02;D22;sex-interaction time-number_como-adjusted;women;1867479;25033377.0405793;7611;4003;44706.4541283031;48;0.42623937;0.14599796;1.53148732338177;1.15037574821196;2.03885854280622;0.00350606293439968
D02;D30;sex-interaction crude;men;1752275;23022826.0031739;5749;65191;567498.721992666;692;1.4940272;0.04023879;4.45500061958909;4.11714771250245;4.82057771701272;9.55808184690563e-302
D02;D30;sex-interaction crude;women;1814452;24089629.9279661;6349;106396;988453.566741525;1310;1.3685638;0.03035426;3.92970280152509;3.70273058578354;4.17058809722888;0
D02;D30;sex-interaction kessler-adjusted;men;1752275;23022826.0031739;5749;65191;567498.721992666;692;1.1425374;0.04383019;3.13471230144573;2.87666548647766;3.41590680564918;8.55194627116038e-150
D02;D30;sex-interaction kessler-adjusted;women;1814452;24089629.9279661;6349;106396;988453.566741525;1310;1.0478475;0.03469369;2.85150663939911;2.66405425139674;3.05214884804772;2.17457651671065e-200
D02;D30;sex-interaction time-adjusted;men;1752275;23022826.0031739;5749;65191;567498.721992666;692;1.4947033;0.04023935;4.45801366395287;4.11992773532809;4.82384330617581;5.21824520487626e-302
D02;D30;sex-interaction time-adjusted;women;1814452;24089629.9279661;6349;106396;988453.566741525;1310;1.3689667;0.03035468;3.93128639777787;3.70421966724725;4.17227220027113;0
D02;D30;sex-interaction time-comorbidity-adjusted;men;1752275;23022826.0031739;5749;65191;567498.721992666;692;1.1986874;0.04322958;3.31576179615863;3.04639516999237;3.60894620539089;3.17418493301633e-169
D02;D30;sex-interaction time-comorbidity-adjusted;women;1814452;24089629.9279661;6349;106396;988453.566741525;1310;1.099496;0.03406661;3.00265230575939;2.80871384265253;3.20998199687285;1.57489107242482e-228
